(145541, 4441, 40, 38, 80)
(145542, 4407, 54, 70, 46)
(145543, 4376, 65, 82, 7)
(145544, 27, 95, 82, 79)
(145545, 138, 93, 29, 10)
(145546, 138, 49, 38, 43)
(145547, 4583, 40, 39, 45)
(145548, 4555, 62, 46, 75)
(145549, 4348, 67, 69, 89)
(145550, 4498, 2, 21, 21)
(145551, 4376, 30, 82, 71)
(145552, 4441, 72, 82, 78)
(145553, 4320, 3, 35, 55)
(145554, 27, 29, 85, 36)
(145555, 4376, 70, 55, 46)
(145556, 4320, 0, 35, 52)
(145557, 4470, 32, 67, 65)
(145558, 4441, 70, 31, 26)
(145559, 4498, 48, 73, 5)
(145560, 4612, 9, 58, 31)
(145561, 4583, 96, 7, 59)
(145562, 4348, 53, 80, 63)
(145563, 27, 38, 52, 99)
(145564, 27, 55, 87, 16)
(145565, 4644, 25, 55, 0)
(145566, 4348, 38, 12, 82)
(145567, 4583, 3, 92, 17)
(145568, 4606, 46, 54, 59)
(145569, 4470, 33, 53, 9)
(145570, 4376, 63, 84, 48)
(145571, 4320, 33, 83, 14)
(145572, 138, 78, 59, 2)
(145573, 4407, 86, 10, 98)
(145574, 4320, 34, 83, 91)
(145575, 4376, 43, 53, 18)
(145576, 4555, 73, 93, 78)
(145577, 4441, 16, 7, 2)
(145578, 4583, 12, 49, 95)
(145579, 4348, 57, 3, 92)
(145580, 27, 38, 69, 17)
(145581, 138, 39, 20, 97)
(145582, 4348, 55, 56, 15)
(145583, 4590, 88, 58, 77)
(145584, 4407, 82, 74, 51)
(145585, 4583, 38, 39, 95)
(145586, 138, 86, 82, 38)
(145587, 4320, 89, 1, 30)
(145588, 4441, 75, 54, 78)
(145589, 4555, 61, 98, 98)
(145590, 27, 67, 66, 92)
(145591, 4407, 49, 19, 93)
(145592, 4320, 43, 48, 32)
(145593, 4470, 19, 90, 80)
(145594, 4376, 60, 93, 68)
(145595, 4612, 77, 25, 90)
(145596, 4555, 36, 8, 51)
(145597, 4348, 19, 5, 82)
(145598, 27, 39, 57, 35)
(145599, 138, 3, 60, 25)
(145600, 4407, 8, 95, 6)
(145601, 4590, 49, 27, 64)
(145602, 138, 45, 81, 93)
(145603, 4498, 27, 47, 91)
(145604, 27, 90, 48, 44)
(145605, 4470, 81, 2, 18)
(145606, 4348, 100, 25, 3)
(145607, 4320, 46, 36, 58)
(145608, 4583, 14, 43, 55)
(145609, 4407, 0, 80, 24)
(145610, 4498, 69, 69, 33)
(145611, 4320, 35, 92, 56)
(145612, 4470, 33, 91, 76)
(145613, 4606, 70, 14, 1)
(145614, 4590, 95, 64, 81)
(145615, 4348, 55, 61, 4)
(145616, 27, 50, 24, 88)
(145617, 138, 60, 54, 28)
(145618, 4612, 46, 22, 6)
(145619, 138, 40, 20, 71)
(145620, 4407, 11, 51, 80)
(145621, 27, 8, 2, 90)
(145622, 4348, 29, 3, 74)
(145623, 4555, 72, 13, 21)
(145624, 4441, 41, 61, 92)
(145625, 4470, 67, 100, 24)
(145626, 4320, 6, 45, 51)
(145627, 4376, 32, 32, 72)
(145628, 4644, 25, 58, 11)
(145629, 4498, 26, 53, 73)
(145630, 4320, 23, 61, 56)
(145631, 4700, 74, 43, 66)
(145632, 4441, 16, 85, 6)
(145633, 4348, 87, 32, 29)
(145634, 27, 14, 34, 92)
(145635, 138, 29, 18, 5)
(145636, 4498, 68, 84, 12)
(145637, 4407, 63, 92, 14)
(145638, 4470, 45, 48, 34)
(145639, 4320, 20, 44, 59)
(145640, 4376, 14, 50, 98)
(145641, 4348, 92, 56, 71)
(145642, 27, 27, 54, 1)
(145643, 138, 37, 64, 12)
(145644, 4583, 48, 64, 1)
(145645, 4407, 83, 55, 49)
(145646, 4590, 59, 96, 4)
(145647, 4555, 89, 0, 61)
(145648, 4441, 15, 70, 51)
(145649, 4470, 75, 62, 60)
(145650, 4376, 97, 69, 45)
(145651, 4320, 22, 42, 59)
(145652, 27, 74, 40, 41)
(145653, 138, 64, 97, 84)
(145654, 4612, 95, 44, 29)
(145655, 4320, 53, 46, 19)
(145656, 4348, 74, 83, 89)
(145657, 4376, 93, 64, 69)
(145658, 27, 32, 40, 24)
(145659, 4441, 4, 2, 74)
(145660, 4606, 61, 5, 46)
(145661, 138, 91, 55, 65)
(145662, 4498, 71, 94, 17)
(145663, 4407, 26, 28, 26)
(145664, 4441, 71, 10, 3)
(145665, 4777, 55, 94, 19)
(145666, 4376, 72, 23, 92)
(145667, 4606, 15, 89, 13)
(145668, 4348, 28, 34, 13)
(145669, 27, 72, 13, 69)
(145670, 138, 18, 2, 9)
(145671, 4470, 68, 65, 14)
(145979, 2588, 89, 20, 78)
(145980, 110, 67, 50, 71)
(145982, 587, 68, 42, 53)
(145983, 431, 36, 82, 5)
(145984, 419, 0, 84, 32)
(145985, 940, 10, 19, 65)
(145986, 666, 4, 37, 76)
(145989, 2564, 94, 32, 32)
(145991, 110, 80, 46, 18)
(145992, 940, 13, 95, 99)
(145993, 598, 96, 43, 40)
(145994, 1772, 62, 46, 7)
(145995, 419, 34, 74, 3)
(145996, 943, 59, 31, 31)
(145999, 2661, 54, 94, 100)
(146000, 666, 72, 78, 8)
(146001, 110, 64, 51, 83)
(146002, 598, 37, 21, 4)
(146004, 431, 1, 26, 48)
(146005, 2543, 91, 43, 58)
(146006, 1772, 38, 29, 84)
(146008, 431, 81, 15, 89)
(146010, 110, 75, 83, 22)
(146013, 2327, 42, 89, 52)
(146014, 598, 7, 31, 42)
(146015, 587, 48, 47, 61)
(146016, 1772, 71, 39, 82)
(146017, 419, 93, 43, 42)
(146018, 1772, 43, 45, 1)
(146021, 2564, 24, 52, 100)
(146022, 587, 41, 30, 45)
(146023, 598, 70, 14, 72)
(146024, 419, 85, 68, 80)
(146025, 431, 74, 14, 39)
(146026, 110, 77, 0, 19)
(146029, 2564, 0, 57, 13)
(146030, 110, 95, 86, 35)
(146031, 587, 100, 11, 75)
(146032, 419, 31, 40, 81)
(146033, 940, 36, 43, 38)
(146034, 943, 39, 96, 69)
(146035, 598, 65, 67, 92)
(146037, 2623, 64, 78, 8)
(146038, 943, 36, 32, 5)
(146040, 110, 86, 23, 67)
(146041, 419, 53, 89, 73)
(146042, 587, 97, 7, 95)
(146043, 598, 88, 40, 27)
(146044, 431, 37, 83, 77)
(146045, 940, 56, 11, 34)
(146046, 2623, 12, 23, 19)
(146049, 2588, 16, 30, 78)
(146051, 666, 59, 80, 10)
(146053, 419, 75, 97, 33)
(146054, 940, 97, 63, 18)
(146055, 431, 30, 3, 3)
(146056, 110, 90, 38, 93)
(146057, 1772, 30, 31, 51)
(146058, 666, 77, 97, 30)
(146060, 110, 18, 18, 57)
(146061, 943, 63, 9, 40)
(146062, 587, 11, 44, 8)
(146063, 2327, 14, 60, 25)
(146065, 419, 91, 96, 30)
(146066, 2588, 76, 45, 82)
(146069, 2564, 49, 15, 33)
(146071, 587, 89, 39, 98)
(146072, 666, 53, 81, 23)
(146074, 110, 3, 37, 6)
(146075, 943, 57, 55, 13)
(146076, 431, 20, 31, 47)
(146077, 598, 33, 62, 63)
(146080, 666, 55, 68, 100)
(146081, 587, 31, 8, 59)
(146082, 2327, 4, 29, 69)
(146083, 419, 5, 13, 49)
(146084, 2543, 84, 25, 46)
(146085, 1772, 53, 80, 76)
(146086, 940, 54, 88, 11)
(146089, 598, 43, 29, 27)
(146090, 2327, 57, 5, 25)
(146091, 940, 37, 63, 8)
(146092, 419, 44, 81, 59)
(146093, 110, 53, 23, 45)
(146095, 943, 79, 80, 52)
(146096, 431, 6, 21, 35)
(146098, 110, 74, 52, 82)
(146099, 2623, 67, 35, 19)
(146100, 598, 88, 5, 5)
(146101, 943, 33, 4, 55)
(146102, 419, 49, 96, 95)
(146103, 431, 50, 31, 83)
(146104, 2543, 81, 32, 59)
(146106, 587, 81, 23, 94)
(146110, 1772, 81, 40, 79)
(146111, 2543, 77, 79, 98)
(146113, 666, 3, 2, 5)
(146114, 2564, 44, 95, 22)
(146115, 587, 66, 75, 51)
(146116, 431, 23, 53, 26)
(146117, 598, 82, 76, 21)
(146119, 666, 70, 49, 67)
(146120, 587, 58, 47, 84)
(146121, 943, 20, 11, 87)
(146123, 2327, 65, 77, 44)
(146124, 419, 84, 32, 5)
(146125, 431, 44, 36, 9)
(146127, 940, 34, 1, 3)
(146129, 419, 56, 78, 51)
(146130, 940, 21, 19, 93)
(146131, 2327, 55, 90, 59)
(146133, 2543, 60, 11, 29)
(146134, 666, 93, 1, 69)
(146135, 431, 75, 99, 84)
(146136, 110, 34, 76, 18)
(146138, 110, 21, 86, 57)
(146140, 587, 75, 100, 39)
(146141, 2661, 4, 79, 57)
(146142, 598, 62, 12, 51)
(146143, 2327, 60, 54, 9)
(146144, 419, 18, 27, 99)
(146146, 1772, 29, 53, 53)
(146148, 2699, 81, 44, 88)
(146149, 666, 9, 58, 6)
(146150, 943, 11, 25, 47)
(146152, 110, 91, 74, 49)
(146153, 587, 10, 54, 70)
(146155, 419, 34, 16, 66)
(146156, 431, 39, 87, 96)
(146159, 666, 52, 98, 35)
(146161, 2588, 66, 86, 86)
(146162, 598, 32, 26, 48)
(146164, 110, 44, 94, 26)
(146165, 431, 42, 21, 38)
(146166, 2543, 47, 97, 23)
(146167, 940, 16, 6, 22)
(146168, 2543, 29, 92, 87)
(146169, 943, 56, 95, 91)
(146170, 431, 14, 18, 75)
(146172, 110, 72, 52, 46)
(146173, 598, 16, 92, 28)
(146174, 2327, 75, 55, 64)
(146176, 666, 68, 38, 65)
(146179, 666, 65, 29, 35)
(146180, 587, 81, 62, 96)
(146181, 110, 42, 95, 41)
(146182, 598, 96, 31, 17)
(146184, 419, 13, 25, 36)
(146185, 2327, 26, 76, 84)
(146186, 940, 3, 52, 77)
(146188, 587, 69, 37, 12)
(146189, 110, 91, 71, 87)
(146190, 666, 10, 42, 63)
(146192, 431, 71, 91, 5)
(146194, 943, 46, 95, 36)
(146196, 940, 57, 74, 83)
(146197, 2564, 88, 40, 40)
(146199, 2588, 26, 73, 8)
(146200, 110, 8, 41, 78)
(146201, 666, 35, 75, 2)
(146202, 2327, 77, 79, 76)
(146203, 587, 51, 51, 54)
(146205, 419, 83, 41, 30)
(146206, 940, 23, 95, 36)
(146209, 2588, 42, 10, 47)
(146211, 598, 51, 58, 74)
(146212, 419, 82, 73, 14)
(146213, 587, 1, 46, 61)
(146215, 940, 34, 52, 44)
(146216, 110, 53, 21, 14)
(146217, 2327, 24, 16, 9)
(146220, 110, 93, 20, 73)
(146221, 431, 24, 98, 46)
(146222, 587, 18, 3, 62)
(146223, 2543, 12, 86, 97)
(146224, 419, 88, 51, 30)
(146225, 940, 96, 55, 85)
(146226, 943, 10, 61, 85)
(146229, 587, 73, 56, 2)
(146230, 110, 34, 0, 20)
(146231, 666, 76, 77, 88)
(146233, 598, 21, 58, 9)
(146234, 419, 68, 86, 35)
(146235, 943, 0, 48, 54)
(146236, 431, 80, 32, 18)
(146238, 2661, 38, 75, 3)
(146240, 110, 95, 38, 27)
(146242, 598, 13, 76, 38)
(146243, 666, 46, 32, 64)
(146244, 431, 91, 5, 3)
(146245, 1772, 37, 89, 79)
(146246, 2623, 50, 39, 88)
(146250, 598, 58, 3, 95)
(146252, 666, 11, 76, 97)
(146253, 940, 23, 75, 73)
(146254, 2699, 12, 39, 54)
(146255, 419, 84, 13, 16)
(146256, 431, 13, 29, 31)
(146257, 587, 29, 86, 40)
(146258, 431, 2, 10, 98)
(146259, 2588, 70, 28, 1)
(146260, 110, 42, 65, 56)
(146261, 419, 10, 31, 9)
(146263, 943, 25, 55, 28)
(146264, 2543, 87, 91, 63)
(146265, 940, 14, 27, 53)
(146269, 1772, 47, 59, 63)
(146271, 666, 24, 48, 30)
(146272, 2564, 83, 23, 68)
(146273, 587, 51, 11, 28)
(146274, 598, 2, 79, 1)
(146275, 419, 46, 93, 96)
(146276, 431, 77, 16, 74)
(146278, 2623, 25, 33, 87)
(146279, 419, 85, 83, 23)
(146281, 110, 12, 16, 73)
(146282, 2564, 61, 46, 24)
(146283, 431, 79, 23, 81)
(146285, 666, 23, 90, 74)
(146287, 1772, 31, 80, 3)
(146290, 598, 98, 36, 81)
(146291, 2564, 63, 35, 34)
(146292, 587, 40, 68, 80)
(146293, 2327, 23, 30, 2)
(146294, 419, 34, 33, 64)
(146295, 110, 61, 10, 45)
(146296, 943, 31, 6, 17)
(146299, 2327, 99, 69, 30)
(146300, 2588, 25, 97, 90)
(146301, 2661, 93, 45, 35)
(146303, 587, 10, 68, 69)
(146304, 419, 60, 11, 84)
(146305, 431, 74, 42, 17)
(146306, 666, 79, 66, 85)
(146307, 598, 55, 23, 86)
(146310, 1772, 31, 76, 56)
(146311, 598, 67, 50, 70)
(146312, 110, 51, 51, 60)
(146313, 419, 82, 64, 16)
(146314, 943, 18, 38, 80)
(146315, 431, 78, 66, 51)
(146316, 2543, 92, 4, 99)
(146319, 598, 94, 95, 66)
(146320, 419, 21, 74, 26)
(146321, 110, 2, 99, 95)
(146323, 431, 70, 90, 75)
(146324, 2543, 67, 29, 76)
(146325, 940, 71, 10, 96)
(146326, 1772, 49, 21, 22)
(146328, 110, 41, 35, 41)
(146330, 666, 88, 41, 9)
(146331, 1772, 50, 64, 53)
(146332, 431, 75, 21, 64)
(146333, 598, 24, 8, 26)
(146334, 2327, 100, 22, 94)
(146335, 419, 91, 56, 48)
(146337, 587, 57, 27, 80)
(146339, 2623, 88, 11, 45)
(146340, 110, 38, 10, 67)
(146341, 2564, 60, 32, 5)
(146342, 587, 65, 82, 17)
(146344, 943, 76, 90, 56)
(146345, 940, 85, 29, 82)
(146346, 1772, 50, 41, 89)
(146348, 940, 47, 16, 55)
(146349, 2543, 61, 73, 52)
(146351, 431, 51, 41, 1)
(146353, 110, 64, 88, 43)
(146354, 587, 45, 11, 91)
(146355, 419, 31, 31, 32)
(146356, 943, 81, 75, 4)
(146357, 1772, 82, 76, 15)
(146738, 542, 26, 63, 78)
(146739, 242, 53, 77, 73)
(146740, 1710, 41, 52, 33)
(146741, 270, 30, 14, 5)
(146742, 1076, 83, 34, 4)
(146743, 21, 76, 81, 82)
(146744, 46, 79, 25, 66)
(146745, 179, 90, 88, 67)
(146746, 222, 59, 60, 99)
(146747, 542, 65, 11, 37)
(146748, 21, 87, 61, 85)
(146749, 626, 74, 98, 27)
(146750, 179, 96, 75, 59)
(146751, 46, 14, 84, 2)
(146752, 16, 61, 73, 39)
(146753, 242, 67, 74, 51)
(146754, 270, 28, 93, 94)
(146755, 480, 72, 70, 66)
(146756, 1752, 21, 55, 98)
(146757, 242, 10, 80, 75)
(146758, 16, 44, 14, 46)
(146759, 1837, 89, 2, 55)
(146760, 46, 76, 79, 24)
(146761, 21, 42, 35, 67)
(146762, 222, 83, 33, 68)
(146763, 179, 97, 55, 46)
(146764, 410, 57, 11, 29)
(146765, 542, 6, 7, 2)
(146766, 1710, 24, 41, 45)
(146767, 626, 55, 19, 22)
(146768, 222, 48, 91, 41)
(146769, 21, 54, 85, 16)
(146770, 179, 48, 89, 65)
(146771, 1008, 29, 27, 22)
(146772, 270, 66, 17, 35)
(146773, 16, 32, 91, 75)
(146774, 1837, 33, 40, 75)
(146775, 46, 67, 79, 81)
(146776, 1076, 81, 88, 37)
(146777, 480, 35, 5, 76)
(146778, 16, 93, 30, 12)
(146779, 899, 27, 89, 30)
(146780, 1008, 6, 78, 84)
(146781, 21, 96, 20, 96)
(146782, 179, 59, 63, 4)
(146783, 1752, 71, 28, 11)
(146784, 21, 44, 7, 63)
(146785, 46, 24, 88, 7)
(146786, 1076, 37, 52, 54)
(146787, 626, 9, 56, 6)
(146788, 242, 88, 70, 19)
(146789, 16, 9, 70, 45)
(146790, 179, 79, 90, 30)
(146791, 480, 11, 85, 23)
(146792, 179, 63, 1, 62)
(146793, 242, 31, 21, 32)
(146794, 626, 32, 46, 52)
(146795, 222, 33, 30, 23)
(146796, 16, 64, 39, 0)
(146797, 1752, 14, 98, 8)
(146798, 21, 74, 32, 81)
(146799, 410, 35, 46, 89)
(146800, 480, 13, 1, 50)
(146801, 242, 92, 58, 5)
(146802, 626, 83, 54, 73)
(146803, 1710, 65, 14, 89)
(146804, 16, 35, 11, 69)
(146805, 1008, 13, 73, 38)
(146806, 222, 94, 44, 35)
(146807, 542, 17, 77, 18)
(146808, 21, 29, 7, 11)
(146809, 410, 14, 100, 52)
(146810, 410, 10, 89, 24)
(146811, 270, 10, 59, 78)
(146812, 626, 37, 42, 2)
(146813, 222, 86, 22, 28)
(146814, 16, 72, 64, 47)
(146815, 46, 79, 66, 18)
(146816, 21, 60, 20, 13)
(146817, 1008, 85, 100, 50)
(146818, 179, 99, 2, 22)
(146819, 21, 20, 38, 69)
(146820, 222, 34, 2, 64)
(146821, 480, 77, 42, 6)
(146822, 46, 65, 59, 72)
(146823, 1008, 93, 42, 100)
(146824, 899, 70, 45, 17)
(146825, 270, 11, 86, 0)
(146826, 179, 90, 44, 11)
(146827, 16, 3, 53, 29)
(146828, 21, 38, 88, 50)
(146829, 46, 86, 91, 24)
(146830, 16, 44, 2, 80)
(146831, 899, 27, 93, 51)
(146832, 542, 21, 66, 59)
(146833, 410, 47, 23, 48)
(146834, 242, 17, 17, 26)
(146835, 1008, 35, 46, 78)
(146836, 270, 34, 56, 64)
(146837, 626, 75, 27, 74)
(146838, 222, 73, 71, 15)
(146839, 16, 53, 77, 25)
(146840, 46, 92, 21, 93)
(146841, 242, 68, 4, 6)
(146842, 21, 33, 30, 80)
(146843, 270, 65, 20, 22)
(146844, 410, 84, 80, 41)
(146845, 480, 42, 1, 30)
(146846, 626, 4, 93, 84)
(146847, 222, 5, 29, 23)
(146848, 242, 27, 9, 39)
(146849, 179, 90, 29, 39)
(146850, 410, 58, 16, 84)
(146851, 46, 57, 84, 34)
(146852, 480, 28, 55, 75)
(146853, 16, 35, 11, 50)
(146854, 899, 50, 9, 7)
(146855, 542, 4, 22, 36)
(146856, 16, 32, 33, 10)
(146857, 222, 54, 1, 92)
(146858, 46, 34, 88, 26)
(146859, 410, 21, 52, 58)
(146860, 480, 12, 6, 1)
(146861, 21, 56, 23, 76)
(146862, 899, 36, 83, 99)
(146863, 179, 77, 1, 2)
(146864, 1710, 60, 0, 61)
(146865, 16, 12, 40, 18)
(146866, 410, 4, 66, 87)
(146867, 1076, 15, 91, 92)
(146868, 222, 70, 69, 35)
(146869, 270, 29, 26, 2)
(146870, 46, 43, 63, 27)
(146871, 179, 58, 40, 13)
(146872, 480, 9, 2, 25)
(146873, 242, 74, 81, 84)
(146874, 270, 42, 42, 74)
(146875, 899, 88, 12, 34)
(146876, 21, 82, 12, 94)
(146877, 16, 4, 18, 25)
(146878, 222, 90, 71, 36)
(146879, 179, 22, 92, 46)
(146880, 410, 67, 51, 7)
(146881, 46, 79, 65, 75)
(146882, 542, 71, 89, 20)
(146883, 242, 26, 26, 7)
(146884, 16, 11, 64, 33)
(146885, 46, 69, 38, 5)
(146886, 480, 7, 14, 53)
(146887, 410, 19, 62, 86)
(146888, 21, 96, 5, 50)
(146889, 179, 50, 56, 59)
(146890, 270, 12, 7, 8)
(146891, 270, 53, 80, 86)
(146892, 242, 87, 50, 11)
(146893, 46, 47, 63, 22)
(146894, 16, 25, 50, 19)
(146895, 179, 4, 72, 49)
(146896, 21, 50, 33, 99)
(146897, 222, 47, 100, 90)
(146898, 542, 69, 8, 75)
(146899, 899, 83, 23, 100)
(146900, 1952, 60, 68, 27)
(146901, 242, 62, 68, 12)
(146902, 270, 61, 24, 38)
(146903, 16, 0, 85, 62)
(146904, 1076, 77, 39, 40)
(146905, 542, 92, 16, 5)
(146906, 46, 61, 57, 23)
(146907, 21, 38, 100, 25)
(146908, 222, 94, 11, 5)
(146909, 899, 76, 60, 41)
(146910, 21, 90, 96, 34)
(146911, 46, 31, 66, 25)
(146912, 16, 88, 56, 49)
(146913, 542, 34, 77, 79)
(146914, 222, 98, 84, 42)
(146915, 179, 17, 43, 46)
(146916, 410, 38, 76, 20)
(146917, 480, 43, 85, 52)
(146918, 480, 91, 54, 49)
(146919, 179, 65, 27, 19)
(146920, 222, 25, 100, 48)
(146921, 46, 37, 94, 39)
(146922, 1710, 21, 3, 74)
(146923, 1076, 2, 18, 5)
(146924, 16, 75, 3, 55)
(146925, 410, 30, 82, 70)
(146926, 270, 11, 15, 92)
(146927, 46, 13, 80, 41)
(146928, 242, 82, 52, 13)
(146929, 626, 41, 21, 17)
(146930, 16, 41, 50, 67)
(146931, 542, 6, 49, 2)
(146932, 270, 15, 81, 18)
(146933, 21, 31, 33, 20)
(146934, 480, 31, 79, 46)
(146935, 179, 5, 11, 24)
(146936, 542, 17, 18, 98)
(146937, 1076, 96, 70, 58)
(146938, 242, 67, 18, 67)
(146939, 222, 38, 37, 12)
(146940, 46, 52, 16, 40)
(146941, 1710, 44, 25, 22)
(146942, 179, 61, 84, 82)
(146943, 270, 35, 62, 92)
(146944, 21, 5, 40, 18)
(146945, 1008, 50, 64, 84)
(146946, 1710, 50, 31, 14)
(146947, 16, 94, 5, 33)
(146948, 222, 36, 64, 0)
(146949, 542, 98, 88, 60)
(146950, 21, 82, 4, 27)
(146951, 626, 61, 14, 82)
(146952, 179, 87, 49, 99)
(146953, 270, 29, 83, 66)
(146954, 179, 73, 29, 41)
(146955, 1837, 100, 100, 98)
(146956, 16, 8, 40, 23)
(146957, 222, 100, 62, 40)
(146958, 46, 68, 86, 51)
(146959, 1752, 30, 59, 82)
(146960, 21, 73, 39, 86)
(146961, 242, 43, 37, 21)
(146962, 410, 14, 33, 6)
